Real;User;CPU%;System;Exit
565.83;660.48;117%;2.85;0
1376.14;1126.04;83%;19.45;0
1420.09;1292.00;92%;22.56;0
137.69;163.26;119%;1.00;0
134.68;158.70;118%;0.85;0
3203.69;8960.57;280%;15.46;127
118.88;149.87;127%;1.60;0
118.55;151.18;128%;1.46;0
117.74;148.40;127%;1.42;0
120.60;146.52;123%;1.98;0
119.82;152.75;128%;1.51;0
122.95;155.39;127%;1.66;0
117.19;148.34;127%;1.49;0
119.68;152.81;128%;1.40;0
122.38;154.12;127%;2.28;0
115.73;147.78;129%;1.52;0
122.21;154.21;127%;1.55;0
117.59;150.66;129%;1.56;0
122.18;155.39;128%;1.67;0
117.82;149.99;128%;1.60;0
120.68;151.79;127%;1.69;0
120.75;152.61;127%;1.61;0
117.06;148.68;128%;1.52;0
121.21;153.19;127%;1.49;0
118.92;151.40;128%;1.54;0
116.95;148.21;128%;1.57;0
116.73;148.72;128%;1.58;0
119.02;151.34;128%;1.33;0
120.39;153.21;128%;1.26;0
123.55;158.06;129%;1.52;0
121.94;155.49;128%;1.63;0
123.30;155.14;127%;1.47;0
122.26;154.03;127%;1.43;0
117.58;149.47;128%;1.56;0
118.59;150.28;127%;1.32;0
123.07;156.19;128%;1.58;0
126.16;157.74;126%;1.37;0
122.42;154.18;127%;1.65;0
118.15;150.33;128%;1.51;0
117.70;149.54;128%;1.50;0
119.13;151.65;128%;1.55;0
123.28;155.31;127%;1.64;0
124.76;158.85;128%;1.49;0
121.95;155.76;128%;1.52;0
118.79;151.14;128%;1.38;0
120.91;153.67;128%;1.62;0
121.09;146.48;122%;1.39;0
120.53;153.20;128%;1.63;0
116.49;149.19;129%;1.59;0
119.43;152.49;128%;1.38;0
120.63;150.79;126%;2.17;0
117.64;147.02;127%;2.65;0
125.40;162.74;131%;1.63;0
121.47;154.30;128%;1.52;0
123.72;159.59;130%;1.59;0
124.27;154.52;125%;1.68;0
122.86;153.71;126%;1.32;0
122.00;154.83;128%;1.51;0
122.15;154.31;127%;1.50;0
121.48;152.95;127%;1.48;0
122.21;154.10;127%;1.38;0
122.59;154.62;127%;1.58;0
119.62;153.82;129%;1.48;0
117.84;150.39;128%;1.55;0
123.21;155.57;127%;1.60;0
118.05;148.88;127%;1.78;0
120.41;158.03;133%;2.54;0
121.62;150.63;125%;2.55;0
121.59;153.88;127%;1.57;0
119.11;153.35;129%;1.29;0
122.22;154.88;127%;1.38;0
119.87;151.67;127%;1.46;0
117.25;149.81;128%;1.36;0
123.12;153.10;126%;2.63;0
117.04;149.22;128%;1.62;0
120.02;153.22;128%;1.46;0
122.78;154.44;126%;1.44;0
117.77;149.44;128%;1.44;0
120.76;152.87;127%;1.45;0
122.69;156.59;128%;1.68;0
119.42;151.28;127%;1.34;0
118.42;149.67;127%;1.66;0
120.17;154.93;130%;1.51;0
121.46;152.25;126%;1.42;0
116.91;154.39;133%;2.13;0
122.70;155.17;127%;1.50;0
119.41;151.63;128%;1.27;0
120.62;153.02;128%;1.50;0
117.70;152.39;130%;1.35;0
116.95;144.36;125%;2.45;0
117.77;150.95;129%;1.53;0
122.66;154.74;127%;1.58;0
120.69;157.79;132%;2.47;0
119.14;155.48;131%;1.60;0
118.89;150.46;127%;1.66;0
119.18;150.59;127%;1.63;0
117.15;148.33;127%;1.55;0
123.14;155.89;127%;1.60;0
118.80;152.71;129%;1.66;0
118.18;150.23;128%;1.48;0
118.69;152.23;129%;1.38;0
