876.35;1445.47;165%;6.25;42
884.90;1492.50;169%;8.03;42
944.52;1691.81;179%;7.10;42
895.16;1543.99;173%;6.89;42
909.30;1541.94;170%;6.48;42
838.49;1474.28;176%;6.80;42
407.06;558.99;138%;4.15;0
848.50;1478.37;175%;6.91;42
908.32;1533.04;169%;7.00;42
894.28;1515.73;170%;6.77;42
877.50;1478.62;169%;5.95;42
918.64;1586.29;173%;6.75;42
889.76;1581.69;178%;6.72;42
839.62;1428.80;170%;6.89;42
934.53;1786.25;191%;7.76;42
879.55;1523.00;173%;7.08;42
938.23;1670.25;178%;7.05;42
919.09;1616.53;176%;6.33;42
895.53;1484.28;166%;6.27;42
903.98;1545.16;171%;6.25;42
920.13;1669.19;182%;7.09;42
906.30;1521.70;168%;6.75;42
897.28;1549.09;173%;6.50;42
873.23;1512.31;173%;6.67;42
972.09;1796.32;185%;7.12;42
899.92;1492.33;166%;6.34;42
896.92;1519.70;170%;6.92;42
915.68;1585.88;173%;6.85;42
897.02;1545.03;172%;6.75;42
903.13;1643.57;182%;6.20;42
875.34;1471.97;168%;6.27;42
737.83;1023.14;139%;4.92;0
949.40;1776.55;187%;8.06;42
892.78;1503.39;169%;6.10;42
940.15;1680.36;179%;7.61;42
936.25;1747.93;187%;6.52;42
866.12;1450.40;168%;6.29;42
876.03;1492.90;171%;6.04;42
219.17;283.89;131%;3.65;0
958.23;1756.10;183%;6.65;42
958.48;1801.65;188%;6.64;42
899.40;1500.23;167%;6.56;42
967.99;1795.70;186%;7.20;42
911.30;1564.10;172%;7.04;42
929.63;1649.52;178%;7.17;42
861.38;1445.80;168%;6.51;42
901.94;1514.58;168%;6.60;42
956.76;1720.06;180%;7.69;42
876.43;1504.48;172%;6.40;42
902.28;1562.76;173%;6.50;42
285.08;377.05;133%;4.43;0
884.45;1500.74;170%;6.21;42
896.73;1500.76;168%;6.75;42
984.63;1857.80;189%;7.78;42
949.02;1723.42;182%;6.64;42
915.62;1681.56;184%;6.43;42
951.25;1826.38;192%;6.82;42
958.85;1797.52;188%;6.74;42
877.04;1451.45;166%;6.01;42
937.30;1692.80;181%;6.98;42
903.79;1567.71;174%;6.45;42
956.96;1776.26;186%;6.43;42
913.11;1551.67;170%;6.42;42
897.82;1617.10;180%;6.74;42
952.72;1733.96;182%;6.52;42
924.27;1627.19;176%;6.49;42
897.65;1536.49;171%;6.72;42
851.05;1479.35;174%;6.26;42
926.37;1732.30;187%;6.33;42
932.19;1696.13;182%;6.13;42
849.85;1355.44;160%;6.60;42
921.18;1613.25;175%;6.96;42
888.68;1559.82;176%;6.56;42
907.35;1573.07;174%;6.85;42
987.74;1847.93;187%;7.64;42
941.01;1688.22;180%;6.83;42
934.12;1714.93;184%;6.53;42
895.18;1487.18;166%;6.71;42
886.92;1491.09;168%;6.22;42
862.91;1496.19;174%;6.24;42
912.15;1673.62;184%;6.80;42
896.75;1529.93;171%;7.19;42
985.52;1851.55;188%;7.22;42
871.84;1429.61;164%;6.27;42
1002.26;1941.82;194%;7.13;42
901.68;1628.92;181%;6.51;42
840.47;1371.99;163%;5.63;42
929.42;1747.31;188%;7.03;42
900.92;1539.31;171%;7.55;42
867.39;1458.84;168%;6.24;42
901.20;1552.60;173%;6.60;42
855.54;1430.75;167%;6.38;42
911.04;1574.56;173%;7.56;42
891.78;1512.20;170%;5.81;42
928.49;1613.94;174%;7.26;42
849.16;1462.57;173%;6.91;42
867.85;1561.94;180%;6.49;42
880.53;1469.63;167%;6.68;42
887.75;1521.61;172%;6.19;42
307.34;407.10;133%;3.88;0
